RowNumber,CustomerId,Exited
237,15711540,0
238,15764866,1
239,15794056,1
240,15795149,0
241,15812009,0
242,15651001,0
243,15813844,0
244,15596175,1
245,15576269,0
246,15797219,1
247,15685500,0
248,15599792,0
249,15657566,0
250,15772423,1
251,15628112,0
252,15753754,0
253,15793726,0
254,15694717,0
255,15665834,0
256,15765297,0
257,15636684,0
258,15592979,0
259,15750803,0
260,15607178,0
261,15713853,0
262,15673481,0
263,15686776,0
264,15673693,0
265,15700696,0
266,15813163,0
267,15653857,0
268,15777076,0
269,15717398,1
270,15799217,0
271,15787071,0
272,15619955,1
273,15796505,0
274,15725166,0
275,15800116,0
276,15758685,0
277,15694456,1
278,15767339,0
279,15683562,0
280,15782210,1
281,15668893,0
282,15669169,0
283,15643024,1
284,15699389,0
285,15708608,0
286,15626144,0
287,15573112,0
288,15790678,0
289,15727556,0
290,15697307,0
291,15652266,0
292,15607098,0
293,15655774,0
294,15590241,1
295,15785819,0
296,15723654,0
297,15774510,0
298,15684173,1
299,15650068,0
300,15811490,0
301,15803976,0
302,15682541,0
303,15695699,0
304,15624188,0
305,15812191,0
306,15636673,0
307,15594898,1
308,15660211,0
309,15773972,1
310,15746726,0
311,15712287,0
312,15702919,0
313,15674398,0
314,15797960,0
315,15631868,0
316,15581539,0
317,15662736,1
318,15666252,0
319,15677512,0
320,15626114,0
321,15810834,0
322,15678910,0
323,15694408,1
324,15585215,0
325,15682757,0
326,15736601,0
327,15601848,0
328,15736008,1
329,15669064,0
330,15624528,0
331,15598493,0
332,15601274,0
333,15702669,0
334,15728669,1
335,15742668,0
336,15697441,1
337,15740476,0
338,15648064,0
339,15636624,1
340,15807923,1
341,15745844,1
342,15786170,0
343,15681081,0
344,15684484,0
345,15785869,0
346,15763859,0
347,15658935,0
348,15747358,0
349,15735203,0
350,15576256,0
351,15659420,0
352,15593365,0
353,15777352,0
354,15812007,0
355,15625461,0
356,15739438,0
357,15611759,0
358,15661629,1
359,15633950,0
360,15592386,0
361,15803716,0
362,15696674,1
363,15706365,0
364,15745088,0
365,15676715,0
366,15613085,0
367,15633537,0
368,15594720,0
369,15684042,0
370,15583303,0
371,15611579,0
372,15774696,0
373,15694506,0
374,15688074,0
375,15759537,0
376,15758449,0
377,15583456,1
378,15667871,0
379,15677371,0
380,15629677,1
381,15713578,0
382,15591509,0
383,15568240,0
384,15622993,0
385,15689294,0
386,15720910,0
387,15721181,0
388,15776433,0
389,15748936,0
390,15717225,0
391,15685226,0
392,15785611,0
393,15573456,1
394,15684548,1
395,15620505,0
396,15807432,0
397,15584766,0
398,15612187,0
399,15762218,0
400,15646372,1
401,15690452,0
402,15747795,0
403,15781589,0
404,15732674,0
405,15642291,0
406,15692761,0
407,15578045,1
408,15745354,0
409,15701376,0
410,15691625,0
411,15566594,0
412,15760431,0
413,15686302,0
414,15801559,1
415,15810432,0
416,15809616,0
417,15720559,1
418,15695632,0
419,15659843,0
420,15615624,0
421,15810418,1
422,15716186,0
423,15674551,1
424,15622834,0
425,15566111,0
426,15784597,0
427,15652883,0
428,15806964,0
429,15576313,0
430,15806467,1
431,15597602,1
432,15743040,0
433,15705521,0
434,15595039,1
435,15799384,0
436,15581197,0
437,15693737,0
438,15624623,0
439,15783501,0
440,15690134,0
441,15782735,0
442,15611088,0
443,15672145,0
444,15732628,0
445,15787470,1
446,15803406,0
447,15730460,0
448,15644572,0
449,15694860,1
450,15658169,0
451,15794396,0
452,15785798,0
453,15710825,0
454,15668444,0
455,15726631,0
456,15733797,0
457,15747960,0
458,15634632,0
459,15707362,1
460,15662976,0
461,15732778,0
462,15718443,0
463,15670039,0
464,15773792,1
465,15613786,0
466,15726032,0
467,15663252,0
468,15593782,1
469,15633283,0
470,15749167,0
471,15759298,0
472,15683625,1
473,15635367,0
474,15681705,0
475,15603156,0
476,15591986,1
477,15798888,0
478,15809722,0
479,15677538,0
480,15797736,0
481,15695585,0
482,15744398,0
483,15750658,0
484,15578186,0
485,15676519,1
486,15637954,0
487,15758639,0
488,15613772,1
489,15731744,0
490,15807709,0
491,15714689,0
492,15699005,0
493,15624170,0
494,15725679,1
495,15585865,1
496,15804256,0
497,15662403,0
498,15733616,0
499,15591995,0
500,15677020,1
501,15727688,0
502,15715941,0
503,15714485,1
504,15730059,0
505,15715527,0
506,15576623,0
507,15805565,0
508,15677307,0
509,15773890,0
510,15598883,0
511,15568506,0
512,15761043,0
513,15782236,0
514,15593601,0
515,15682048,1
516,15746902,0
517,15752081,1
518,15781307,0
519,15775912,1
520,15745417,0
521,15671256,1
522,15653547,0
523,15595766,0
524,15742358,0
525,15763274,0
526,15786063,0
527,15600258,0
528,15573318,0
529,15653849,1
530,15694272,0
531,15736112,0
532,15749851,0
533,15663478,0
534,15592300,0
535,15567832,0
536,15776780,1
537,15592846,0
538,15739803,0
539,15794142,1
540,15762729,1
541,15667896,0
542,15626578,0
543,15776223,0
544,15705953,1
545,15802593,1
546,15615457,0
547,15708916,0
548,15720187,0
549,15595440,0
550,15600651,0
551,15750141,0
552,15657284,1
553,15763063,0
554,15709324,0
555,15711309,0
556,15775318,1
557,15705515,0
558,15634844,1
559,15717046,0
560,15571816,0
561,15670080,0
562,15800440,0
563,15665678,0
564,15665956,1
565,15788126,0
566,15811773,0
567,15651674,1
568,15689614,0
569,15795564,0
570,15706647,0
571,15728505,0
572,15730076,1
573,15622003,0
574,15607312,1
575,15644753,0
576,15653620,0
577,15761986,0
578,15633922,0
579,15734674,0
580,15658032,0
581,15692671,0
582,15737741,1
583,15576352,0
584,15753719,0
585,15803689,1
586,15718057,1
587,15722010,1
588,15680998,0
589,15614782,0
590,15591047,1
591,15788291,1
592,15604044,0
593,15679587,0
594,15775153,0
595,15603925,0
596,15680970,0
597,15697183,0
598,15567446,0
599,15637476,1
600,15714939,0
601,15683503,1
602,15645569,0
603,15782569,0
604,15592387,1
605,15609286,0
606,15814035,0
607,15661249,0
608,15629117,0
609,15607170,0
610,15586585,0
611,15686611,0
612,15603203,0
613,15619857,0
614,15805062,0
615,15660271,0
616,15745295,1
617,15719352,0
618,15766575,1
619,15594594,0
620,15646161,0
621,15682585,0
622,15603134,0
623,15636444,0
624,15773456,0
625,15745307,0
626,15604119,0
627,15626900,0
628,15605447,0
629,15589030,0
630,15692463,0
631,15712403,1
632,15811762,1
633,15718673,0
634,15724282,0
635,15738181,1
636,15633648,0
637,15603323,0
638,15583725,0
639,15588350,0
640,15798398,0
641,15784844,1
642,15580684,0
643,15809663,0
644,15640078,1
645,15698786,1
646,15569807,1
647,15730830,0
648,15805112,0
649,15633064,0
650,15703119,0
651,15730447,0
652,15813850,0
653,15711889,0
654,15664610,1
655,15751710,0
656,15692926,0
657,15813741,0
658,15698474,0
659,15568595,0
660,15603065,0
661,15592937,0
662,15699637,0
663,15667215,0
664,15788659,0
665,15763218,0
666,15645772,0
667,15725511,0
668,15575024,0
669,15640825,0
670,15662397,0
671,15576368,0
672,15674991,0
673,15721024,0
674,15745621,0
675,15642394,0
676,15754605,0
677,15607040,0
678,15715142,1
679,15810978,0
680,15668886,0
681,15780804,0
682,15613880,0
683,15775238,0
684,15786905,0
685,15747867,0
686,15600337,1
687,15801277,0
688,15579334,1
689,15802741,1
690,15720649,0
691,15589493,0
692,15688251,0
693,15665238,0
694,15740900,0
695,15681068,0
696,15748625,0
697,15727299,1
698,15620204,1
699,15669516,0
700,15736534,0
701,15803457,0
702,15659098,0
703,15603436,0
704,15566292,0
705,15808621,0
706,15580148,1
707,15776231,0
708,15773809,0
709,15649423,0
710,15734886,0
711,15722548,0
712,15650288,0
713,15629448,0
714,15716164,0
715,15807609,1
716,15578977,0
717,15677369,0
718,15804072,0
719,15696859,0
720,15653780,0
721,15721658,1
722,15578761,1
723,15736879,0
724,15571973,0
725,15626742,0
726,15672692,0
727,15673570,0
728,15767432,0
729,15654238,0
730,15612525,1
731,15812750,0
732,15790757,0
733,15723873,0
734,15744607,1
735,15612966,1
736,15784209,0
737,15794278,0
738,15766741,0
739,15661036,0
740,15705639,0
741,15637414,0
742,15716835,0
743,15696231,0
744,15641675,1
745,15670755,0
746,15640059,0
747,15787619,0
748,15587535,0
749,15813034,0
750,15698839,0
751,15790314,0
752,15634245,0
753,15677305,0
754,15661526,0
755,15685997,0
756,15660101,0
757,15637979,0
758,15815364,0
759,15647099,0
760,15625944,0
761,15583212,0
762,15582741,1
763,15637876,1
764,15622750,0
765,15672056,1
766,15812351,0
767,15810864,0
768,15677921,1
769,15724296,0
770,15685329,1
771,15584091,1
772,15640442,0
773,15639314,0
774,15685320,0
775,15789158,1
776,15752137,0
777,15712551,1
778,15628936,1
779,15797227,0
780,15769974,0
781,15737051,0
782,15585595,0
783,15654060,0
784,15745196,0
785,15571221,1
786,15660155,0
787,15605284,0
788,15694366,0
789,15600739,0
790,15653253,0
791,15763431,0
792,15643696,0
793,15707473,0
794,15769504,0
795,15776807,0
796,15686870,0
797,15668747,0
798,15766908,0
799,15570134,0
800,15567367,0
801,15747542,0
802,15762238,0
803,15681554,0
804,15712825,0
805,15640280,0
806,15756026,1
807,15613319,0
808,15798906,0
809,15708917,0
810,15778463,0
811,15699430,0
812,15649992,0
813,15578980,0
814,15775306,1
815,15641655,0
816,15619708,0
817,15734565,0
818,15806438,1
819,15591969,0
820,15747807,0
821,15596939,0
822,15716155,0
823,15765311,0
824,15757811,1
825,15603830,0
826,15660602,0
827,15660535,0
828,15666633,0
829,15596914,0
830,15639788,0
831,15695846,0
832,15726234,0
833,15797964,0
834,15625881,0
835,15780628,0
836,15575883,0
837,15585036,0
838,15589488,0
839,15585888,1
840,15727915,0
841,15707567,1
842,15737792,0
843,15599433,0
844,15672012,1
845,15806983,0
846,15592222,0
847,15608968,0
848,15586959,0
849,15646558,0
850,15725811,0
851,15572265,0
852,15794048,1
853,15677610,0
854,15745012,0
855,15601589,0
856,15686436,0
857,15693864,1
858,15760550,0
859,15686137,0
860,15809087,1
861,15807663,1
862,15809100,1
863,15794916,0
864,15614215,0
865,15805449,0
866,15686983,0
867,15808017,0
868,15756804,1
869,15646810,1
870,15710424,0
871,15799422,0
872,15692750,1
873,15794549,0
874,15803764,0
875,15674840,0
876,15653762,0
877,15581229,0
878,15800228,0
879,15656333,0
880,15697497,0
881,15585362,1
882,15571928,1
883,15785519,0
884,15743007,1
885,15777211,0
886,15721935,0
887,15591711,0
888,15625021,0
889,15702968,0
890,15600462,0
891,15768104,0
892,15780140,0
893,15585255,0
894,15772781,1
895,15669987,1
896,15697000,0
897,15733119,0
898,15782390,0
899,15654700,1
900,15632210,0
901,15642041,1
902,15709737,0
903,15792388,0
904,15786014,0
905,15794580,1
906,15675964,1
907,15814275,0
908,15724848,1
909,15754713,0
910,15693814,0
911,15599660,0
912,15746490,0
913,15566091,0
914,15655961,0
915,15710404,0
916,15775625,0
917,15792328,1
918,15719856,0
919,15593773,0
920,15733114,0
921,15797748,0
922,15743411,1
923,15753337,1
924,15601026,0
925,15658485,0
926,15636731,0
927,15628303,0
928,15633461,0
929,15677135,0
930,15590876,0
931,15790782,0
932,15700476,0
933,15634141,0
934,15737795,1
935,15790299,0
936,15675316,0
937,15613630,1
938,15662100,0
939,15668032,0
940,15599289,0
941,15754084,0
942,15676521,0
943,15804586,1
944,15781465,0
945,15729362,0
946,15709295,0
947,15745324,1
948,15741336,1
949,15783659,0
950,15620981,1
951,15630328,0
952,15785899,0
953,15606149,0
954,15671139,0
955,15660429,1
956,15571002,0
957,15631681,0
958,15731522,0
959,15619529,0
960,15628034,0
961,15686164,0
962,15582797,0
963,15753831,0
964,15731815,1
965,15580956,1
966,15602084,0
967,15589805,0
968,15720893,0
969,15641009,0
970,15605926,0
971,15805955,0
972,15801488,0
973,15605918,0
974,15779711,0
975,15705620,0
976,15685357,0
977,15570060,1
978,15582616,0
979,15799515,0
980,15642937,0
981,15624729,0
982,15566156,0
983,15792360,0
984,15807008,1
985,15704770,0
986,15756475,0
987,15655339,0
988,15613749,1
989,15664521,0
990,15681206,1
991,15745527,0
992,15806926,0
993,15724563,0
994,15782899,0
995,15623521,0
996,15810218,0
997,15645621,0
998,15608114,0
999,15659557,0
1000,15787772,0
1001,15691111,0
1002,15592089,0
1003,15633897,0
1004,15701301,1
1005,15723685,0
1006,15701602,1
1007,15739189,0
1008,15573086,0
1009,15569050,1
1010,15750765,0
1011,15799811,1
1012,15698442,0
1013,15655274,0
1014,15603594,0
1015,15585961,0
1016,15686936,1
1017,15770424,0
1018,15587451,0
1019,15602010,1
1020,15600583,0
1021,15654673,1
1022,15717164,0
1023,15765014,0
1024,15682639,0
1025,15729279,0
1026,15759805,0
1027,15767864,0
1028,15769948,0
1029,15686345,0
1030,15688071,0
1031,15681174,0
1032,15667521,0
1033,15750243,0
1034,15695475,0
1035,15689176,0
1036,15652955,0
1037,15668958,0
1038,15631054,0
1039,15581479,0
1040,15577478,0
1041,15780870,0
1042,15692317,0
1043,15593969,1
1044,15570417,0
1045,15779059,0
1046,15785980,0
1047,15644200,1
1048,15793949,1
1049,15645103,0
1050,15705860,1
1051,15623828,0
1052,15715003,0
1053,15623471,0
1054,15798348,0
1055,15743016,0
1056,15769499,0
1057,15798521,0
1058,15706534,1
1059,15706186,0
1060,15812197,0
1061,15650933,0
1062,15692991,0
1063,15631189,1
1064,15762198,0
1065,15699598,0
1066,15692744,1
1067,15688963,1
1068,15599131,0
1069,15680303,1
1070,15628674,1
1071,15648075,1
1072,15586970,0
1073,15625698,0
1074,15790497,0
1075,15682618,0
1076,15762937,0
1077,15750929,0
1078,15729832,0
1079,15633650,0
1080,15748856,0
1081,15589195,0
1082,15699911,0
1083,15663438,1
1084,15692583,0
1085,15591257,0
1086,15646513,1
1087,15708063,1
1088,15696098,0
1089,15645517,0
1090,15649744,0
1091,15604304,0
1092,15784092,0
1093,15585198,1
1094,15624347,0
1095,15621687,0
1096,15689081,1
1097,15813168,1
1098,15604295,0
1099,15724127,0
1100,15673055,0
1101,15768201,0
1102,15782219,0
1103,15746410,0
1104,15780144,0
1105,15590476,0
1106,15624293,0
1107,15618182,0
1108,15660316,1
1109,15678886,0
1110,15616330,0
1111,15592229,1
1112,15798424,1
1113,15714750,0
1114,15648800,1
1115,15626147,1
1116,15626608,0
1117,15723250,0
1118,15592583,1
1119,15759381,0
1120,15585241,0
1121,15589358,0
1122,15672704,0
1123,15789955,1
1124,15596800,1
1125,15627305,1
1126,15645316,0
1127,15593973,0
1128,15647301,0
1129,15750258,0
1130,15685309,1
1131,15628205,0
1132,15733974,0
1133,15762110,0
1134,15706899,0
1135,15732660,0
1136,15656121,0
1137,15614220,0
1138,15645269,0
1139,15698510,0
1140,15569247,0
1141,15566251,1
1142,15716134,0
1143,15763625,0
1144,15605965,0
1145,15694821,1
1146,15601688,0
1147,15575581,0
1148,15671209,0
1149,15616529,0
1150,15773906,0
1151,15722993,0
1152,15752463,0
1153,15589754,0
1154,15669899,1
1155,15766887,0
1156,15768006,0
1157,15741295,0
1158,15811327,0
1159,15690007,1
1160,15690664,0
1161,15719348,1
1162,15781802,1
1163,15752731,0
1164,15600997,0
1165,15750776,0
1166,15723907,0
1167,15633419,0
1168,15702430,0
1169,15710456,0
1170,15650351,0
1171,15590820,0
1172,15640454,1
1173,15697789,0
1174,15808182,0
1175,15588670,1
1176,15721292,0
1177,15604217,0
1178,15651369,0
1179,15782454,1
1180,15814032,0
1181,15570326,0
1182,15624428,0
1183,15755638,1
1184,15600992,0
1185,15755649,0
1186,15795228,0
1187,15589257,0
1188,15719302,1
1189,15639882,0
1190,15791279,1
1191,15636935,0
1192,15686909,0
1193,15589572,1
1194,15779947,1
1195,15573769,0
1196,15578866,0
1197,15739131,0
1198,15813444,0
1199,15678058,0
1200,15769169,0
1201,15804602,0
1202,15651052,1
1203,15724334,0
1204,15569451,0
1205,15650098,0
1206,15724307,0
1207,15599268,0
1208,15594864,0
1209,15616451,0
1210,15715667,0
1211,15658969,1
1212,15738174,0
1213,15813590,1
1214,15624229,0
1215,15674148,1
1216,15625080,1
1217,15682528,0
1218,15696900,0
1219,15730038,1
1220,15812272,1
1221,15654654,0
1222,15697625,0
1223,15616280,0
1224,15654229,0
1225,15628298,0
1226,15733387,0
1227,15775572,0
1228,15613844,0
1229,15578515,0
1230,15607598,0
1231,15742480,0
1232,15749482,0
1233,15607537,1
1234,15575410,0
1235,15684865,0
1236,15600700,0
1237,15774155,0
1238,15634267,0
1239,15619626,0
1240,15660422,0
1241,15617934,0
1242,15760774,0
1243,15813132,0
1244,15593331,0
1245,15616709,0
1246,15658052,1
1247,15721189,0
1248,15711288,0
1249,15770030,0
1250,15803681,0
1251,15702789,0
1252,15814930,1
1253,15658306,0
1254,15699523,0
1255,15610383,1
1256,15615032,0
1257,15781989,0
1258,15647402,0
1259,15740494,0
1260,15701265,0
1261,15743532,1
1262,15794870,0
1263,15747591,0
1264,15726557,0
1265,15732199,0
1266,15662291,1
1267,15749050,0
1268,15781586,0
1269,15617078,0
1270,15723339,0
1271,15671322,0
1272,15793854,0
1273,15756539,0
1274,15612064,1
1275,15625916,0
1276,15683195,0
1277,15690182,1
1278,15721719,0
1279,15641690,0
1280,15634896,0
1281,15671590,0
1282,15779182,1
1283,15778287,0
1284,15609510,0
1285,15742229,0
1286,15658532,0
1287,15590993,0
1288,15565701,0
1289,15597239,0
1290,15688880,1
1291,15813917,0
1292,15679611,0
1293,15636589,0
1294,15687752,0
1295,15584363,0
1296,15737748,0
1297,15803365,0
1298,15793247,0
1299,15572360,0
1300,15795166,0
1301,15724620,0
1302,15800856,0
1303,15671097,0
1304,15683930,1
1305,15749004,0
1306,15800434,1
1307,15709117,1
1308,15638806,0
1309,15662294,0
1310,15690079,0
1311,15759317,0
1312,15750497,0
1313,15596181,1
1314,15576602,0
1315,15644833,1
1316,15734634,0
1317,15808689,0
1318,15720702,1
1319,15665077,1
1320,15763612,0
1321,15596493,0
1322,15704483,0
1323,15598846,0
1324,15629244,1
1325,15765537,0
1326,15729975,0
1327,15682773,0
1328,15688007,0
1329,15574331,1
1330,15645572,1
1331,15742854,0
1332,15575417,0
1333,15796721,0
1334,15734942,0
1335,15664772,0
1336,15576683,1
1337,15682563,0
1338,15650889,0
1339,15612108,0
1340,15761132,0
1341,15645511,1
1342,15609824,1
1343,15640268,0
1344,15645778,0
1345,15691104,1
1346,15714567,0
1347,15777826,0
1348,15668445,0
1349,15576162,0
1350,15778135,0
1351,15613141,0
1352,15635435,1
1353,15596552,1
1354,15623644,0
1355,15683403,1
1356,15615029,0
1357,15769005,0
1358,15746326,0
1359,15722364,0
1360,15704954,0
1361,15694409,0
1362,15754068,0
1363,15683841,0
1364,15789095,0
1365,15719958,0
1366,15689514,1
1367,15621353,0
1368,15627232,1
1369,15745843,0
1370,15722902,1
1371,15791767,0
1372,15792722,0
1373,15723006,0
1374,15771942,1
1375,15774738,0
1376,15574004,0
1377,15587233,1
1378,15808228,0
1379,15682834,0
1380,15571752,0
1381,15743067,0
1382,15714466,1
1383,15617982,0
1384,15696637,0
1385,15690647,1
1386,15672756,0
1387,15704586,0
1388,15674526,0
1389,15775295,1
1390,15684196,1
1391,15727281,0
1392,15787835,1
1393,15730540,0
1394,15646276,0
1395,15582180,0
1396,15697095,0
1397,15748797,1
1398,15754796,1
1399,15628947,1
1400,15775546,0
1401,15670481,0
1402,15619029,0
1403,15613282,0
1404,15721487,0
1405,15797276,1
1406,15612494,1
1407,15629617,0
1408,15600821,0
1409,15579062,0
1410,15814268,0
1411,15710164,1
1412,15693904,0
1413,15588986,0
1414,15797733,0
1415,15620507,0
1416,15685150,0
1417,15667651,0
1418,15774166,0
1419,15649280,0
1420,15705657,0
1421,15753969,0
1422,15742378,0
1423,15794874,0
1424,15589221,0
1425,15596671,1
1426,15583668,0
1427,15710206,0
1428,15799966,1
1429,15794560,0
1430,15626485,0
1431,15703143,0
1432,15809772,0
1433,15687959,0
1434,15585282,0
1435,15714993,0
1436,15596021,0
1437,15646615,0
1438,15742632,0
1439,15574068,1
1440,15806967,0
1441,15796334,1
1442,15688713,0
1443,15796179,0
1444,15598751,1
1445,15703019,0
1446,15646302,0
1447,15680855,0
1448,15697311,1
1449,15585367,1
1450,15726556,0
1451,15676242,1
1452,15684198,0
1453,15774882,1
1454,15714227,0
1455,15608653,1
1456,15784280,0
1457,15789546,0
1458,15590320,0
1459,15678385,0
1460,15571778,1
1461,15657085,0
1462,15640627,0
1463,15566211,1
1464,15669293,0
1465,15595067,0
1466,15753566,0
1467,15650391,0
1468,15681843,0
1469,15814846,1
1470,15670374,1
1471,15762332,0
1472,15700223,0
1473,15729956,0
1474,15594862,0
1475,15598782,0
1476,15745080,0
1477,15703399,0
1478,15732175,0
1479,15630725,1
1480,15640260,0
1481,15716822,0
1482,15583748,0
1483,15605968,0
1484,15790683,0
1485,15607713,0
1486,15700212,1
1487,15626710,0
1488,15716491,1
1489,15625824,1
1490,15617705,0
1491,15761976,0
1492,15634891,1
1493,15744517,1
1494,15686963,0
1495,15808189,0
1496,15580845,0
1497,15799156,0
1498,15694296,0
1499,15677049,0
1500,15583595,0
1501,15590146,1
1502,15801548,0
1503,15660833,0
1504,15762277,1
1505,15791302,0
1506,15798975,1
1507,15599956,0
1508,15577274,0
1509,15701200,0
1510,15638149,0
1511,15786199,0
1512,15701765,0
1513,15586974,0
1514,15729040,0
1515,15788676,0
1516,15602497,0
1517,15701333,0
1518,15812071,0
1519,15634375,0
1520,15738267,1
1521,15786800,1
1522,15591130,0
1523,15720662,0
1524,15751531,0
1525,15653595,0
1526,15568360,0
1527,15781210,0
1528,15668058,0
1529,15597131,0
1530,15697283,0
1531,15640953,0
1532,15715031,0
1533,15589660,0
1534,15769818,0
1535,15782736,1
1536,15614818,0
1537,15794014,0
1538,15732448,0
1539,15723411,0
1540,15797686,0
1541,15605950,0
1542,15812497,0
1543,15690678,0
1544,15747677,0
1545,15618926,0
1546,15673908,0
1547,15727944,0
1548,15807294,0
1549,15618581,0
1550,15584364,1
1551,15599552,0
1552,15749177,0
1553,15718779,0
1554,15568106,0
1555,15779481,0
1556,15709994,1
1557,15772777,0
1558,15706815,1
1559,15618018,0
1560,15671032,0
1561,15634281,0
1562,15766374,0
1563,15600991,1
1564,15777576,0
1565,15742613,0
1566,15649523,0
1567,15651063,0
1568,15683124,1
1569,15618314,0
1570,15670823,1
1571,15607133,1
1572,15615012,0
1573,15725141,1
1574,15623560,0
1575,15693018,0
1576,15636756,0
1577,15647474,0
1578,15576714,0
1579,15585047,0
1580,15743976,0
1581,15793881,0
1582,15576517,0
1583,15631072,0
1584,15730394,1
1585,15631460,0
1586,15692002,0
1587,15595282,0
1588,15789548,0
1589,15758035,0
1590,15617518,0
1591,15651802,0
1592,15631813,0
1593,15729668,0
1594,15741728,0
1595,15576676,0
1596,15711378,0
1597,15765520,0
1598,15656726,0
1599,15647842,1
1600,15719309,0
1601,15748718,0
1602,15594404,0
1603,15751158,1
1604,15593470,0
1605,15695129,0
1606,15640865,0
1607,15714080,0
1608,15648721,0
1609,15801466,0
1610,15750248,0
1611,15758726,0
1612,15781553,1
1613,15649121,1
1614,15674811,0
1615,15646037,0
1616,15722578,0
1617,15665695,0
1618,15801062,0
1619,15662955,0
1620,15770309,0
1621,15657386,0
1622,15777797,1
1623,15783955,0
1624,15804516,0
1625,15681758,0
1626,15630321,0
1627,15588248,1
1628,15591932,0
1629,15810347,0
1630,15595303,1
1631,15634950,1
1632,15685372,1
1633,15745827,0
1634,15755868,0
1635,15735222,0
1636,15604804,0
1637,15718944,0
1638,15678626,0
1639,15571550,0
1640,15723053,0
1641,15661528,0
1642,15754177,0
1643,15683544,0
1644,15708048,0
1645,15701109,0
1646,15600110,0
1647,15651533,1
1648,15777904,0
1649,15655574,0
1650,15569423,0
1651,15718106,0
1652,15585067,1
1653,15675501,0
1654,15633233,1
1655,15667134,0
1656,15659105,0
1657,15575409,0
1658,15752342,1
1659,15654851,0
1660,15741429,0
1661,15682356,0
1662,15806447,0
1663,15800229,0
